Time_since_start(s),Phase,Line,Script
0.0073091983795166016,1,1,"Hello and welcome to our study! My name is Epi, and I will be interviewing you today. Thank you for taking the time to participate. Please have a seat in the chair in front of me and let me know when you’re ready."
